"Season","Date","Rot","VH","Team","1st","2nd","3rd","4th","Final","Open","Close","ML","2H","dateID","teamID"
201112,411,502,"H","Toronto",20,17,20,18,18,180,178,165,88.5,"0411",28
201112,411,503,"V","Indiana",28,18,27,21,21,7.5,9,-500,6,"0411",12
201112,411,504,"H","Cleveland",25,21,20,28,28,194,192.5,400,95,"0411",6
201112,411,505,"V","Atlanta",25,23,20,16,16,180,180,120,90,"0411",1
201112,411,506,"H","Boston",26,14,27,17,17,3.5,3,-140,3.5,"0411",2
201112,411,507,"V","NewYork",36,26,22,27,27,201,202,155,100,"0411",20
201112,411,508,"H","Milwaukee",26,36,26,19,19,4,4,-175,3,"0411",17
201112,411,509,"V","Utah",30,26,24,23,23,198,198,220,101,"0411",29
201112,411,510,"H","Houston",26,20,21,24,24,5.5,6,-260,6,"0411",11
201112,411,511,"V","Sacramento",29,20,21,26,26,197.5,197,120,97.5,"0411",26
201112,411,512,"H","NewOrleans",20,30,29,26,26,2.5,3,-140,1.5,"0411",19
201112,411,513,"V","Phoenix",26,27,19,21,21,195,194.5,180,96.5,"0411",24
201112,411,514,"H","Memphis",32,27,21,24,24,5.5,5.5,-220,1.5,"0411",15
201112,411,515,"V","LAClippers",21,27,28,24,24,197.5,197,300,96,"0411",13
201112,411,516,"H","OklahomaCity",24,31,25,18,18,8,8,-360,2.5,"0411",21
201112,411,517,"V","LALakers",24,24,27,23,23,201.5,201.5,450,99,"0411",14
201112,411,518,"H","SanAntonio",21,22,16,25,25,9.5,10,-600,9,"0411",27
201112,411,519,"V","Minnesota",24,23,33,27,27,214.5,213.5,350,103,"0411",18
201112,411,520,"H","Denver",37,31,21,24,24,8.5,8,-450,0.5,"0411",8
201112,411,521,"V","GoldenState",25,30,20,35,35,197.5,197.5,155,99.5,"0411",10
201112,411,522,"H","Portland",30,32,23,33,33,4,4.5,-175,,"0411",25
201112,412,701,"V","Detroit",22,30,40,17,17,5,5.5,-230,96,"0412",9
201112,412,702,"H","Charlotte",18,22,22,23,23,187,192,190,1,"0412",4
201112,412,703,"V","Miami",22,19,21,22,22,186.5,185,120,91.5,"0412",16
201112,412,704,"H","Chicago",19,17,24,24,24,2,1.5,-140,2,"0412",5
201112,412,705,"V","LAClippers",21,26,26,22,22,5,8,-380,6,"0412",13
201112,412,706,"H","Minnesota",26,22,20,14,14,196,193.5,310,96.5,"0412",18
201112,412,707,"V","Memphis",21,28,25,23,23,198,196.5,200,97,"0412",15
201112,412,708,"H","SanAntonio",27,18,37,25,25,6,6,-240,6,"0412",27
201112,412,709,"V","Dallas",27,36,26,23,23,6,6.5,-275,98.5,"0412",7
201112,412,710,"H","GoldenState",20,29,30,24,24,195,197,235,1,"0412",10
201112,413,501,"V","Cleveland",19,24,13,27,27,193.5,193.5,650,96,"0413",6
201112,413,502,"H","Indiana",16,25,34,27,27,12,12,-900,9,"0413",12
201112,413,503,"V","Atlanta",36,26,27,20,20,181,2.5,-140,92.5,"0413",1
201112,413,504,"H","Orlando",23,19,22,17,17,1,185,120,4,"0413",22
201112,413,505,"V","Boston",20,16,11,32,32,6,8,-360,3,"0413",2
201112,413,506,"H","Toronto",13,17,27,27,27,178,177,300,87.5,"0413",28
201112,413,507,"V","NewJersey",24,17,22,32,32,188.5,186.5,600,92.5,"0413",18
201112,413,508,"H","Philadelphia",18,26,22,23,23,11,11,-800,6,"0413",23
201112,413,509,"V","Washington",13,20,14,18,18,197,197.5,530,97.5,"0413",30
201112,413,510,"H","NewYork",26,28,26,23,23,10.5,10.5,-730,,"0413",20
201112,413,511,"V","Charlotte",19,20,20,23,23,193.5,193.5,2750,95.5,"0413",4
201112,413,512,"H","Miami",33,25,23,24,24,16,16.5,-6000,4,"0413",16
201112,413,513,"V","Phoenix",21,30,30,31,31,199,200,155,99,"0413",24
201112,413,514,"H","Houston",28,27,14,36,36,4,4,-175,1,"0413",11
201112,413,515,"V","Sacramento",21,18,24,26,26,213.5,213,1075,105,"0413",26
201112,413,516,"H","OklahomaCity",23,35,28,29,29,14,13.5,-1600,2.5,"0413",21
201112,413,517,"V","Milwaukee",30,22,33,28,28,4.5,5,-210,1.5,"0413",17
201112,413,518,"H","Detroit",25,22,26,24,24,201,203,175,100.5,"0413",9
201112,413,519,"V","Utah",28,19,23,15,15,4.5,4,-175,3,"0413",29
201112,413,520,"H","NewOrleans",24,23,26,23,23,192.5,191,155,96,"0413",19
201112,413,521,"V","Dallas",30,26,25,16,16,2,4.5,-180,96.5,"0413",7
201112,413,522,"H","Portland",16,25,20,33,33,191,193,160,2.5,"0413",25
201112,413,523,"V","Denver",19,29,23,26,26,201,201,150,100.5,"0413",8
201112,413,524,"H","LALakers",30,24,25,24,24,4,3.5,-170,,"0413",14
201112,414,701,"V","GoldenState",23,35,24,22,22,196,195,650,98,"0414",10
201112,414,702,"H","LAClippers",35,24,27,26,26,10,13,-900,8,"0414",13
201112,414,703,"V","Cleveland",22,28,23,25,25,196.5,198.5,190,99.5,"0414",6
201112,414,704,"H","Washington",22,21,28,18,18,4,5.5,-230,5.5,"0414",30
201112,414,705,"V","Boston",22,26,26,20,20,7,7,-320,5,"0414",2
201112,414,706,"H","NewJersey",28,20,13,21,21,184.5,184,260,92.5,"0414",18
201112,414,707,"V","Utah",30,21,25,22,22,192,191,400,97,"0414",29
201112,414,708,"H","Memphis",28,22,20,33,33,8,9.5,-500,6.5,"0414",15
201112,414,709,"V","OklahomaCity",34,25,27,29,29,10.5,11.5,-900,7.5,"0414",21
201112,414,710,"H","Minnesota",31,27,22,30,30,204.5,201.5,650,101.5,"0414",18
201112,414,711,"V","Indiana",27,32,21,25,25,206.5,206,130,102.5,"0414",12
201112,414,712,"H","Milwaukee",27,21,30,21,21,3.5,3,-150,5,"0414",17
201112,414,713,"V","Phoenix",13,25,27,26,26,208.5,208.5,330,3,"0414",24
201112,414,714,"H","SanAntonio",35,27,22,21,21,8.5,9,-420,101.5,"0414",27
201112,415,501,"V","Miami",29,17,25,22,22,3,3,-150,1.5,"0415",16
201112,415,502,"H","NewYork",22,22,24,17,17,190.5,189,130,94,"0415",20
201112,415,503,"V","Dallas",27,27,21,23,23,190.5,188.5,110,94,"0415",7
201112,415,504,"H","LALakers",22,26,28,22,22,2,2,-130,2,"0415",14
201112,415,505,"V","Toronto",25,28,20,29,29,184.5,183,450,91.5,"0415",28
201112,415,506,"H","Atlanta",23,16,25,22,22,8.5,10,-600,9.5,"0415",1
201112,415,507,"V","Chicago",26,23,15,22,22,8,9.5,-575,2.5,"0415",5
201112,415,508,"H","Detroit",19,22,25,20,20,184,184.5,435,92,"0415",9
201112,415,509,"V","Orlando",23,20,31,26,26,5.5,6.5,-270,93,"0415",22
201112,415,510,"H","Cleveland",15,15,30,24,24,190.5,190.5,230,0.5,"0415",6
201112,415,511,"V","Boston",34,18,21,21,21,8.5,6.5,-280,3.5,"0415",2
201112,415,512,"H","Charlotte",23,26,18,15,15,183.5,180,240,89.5,"0415",4
201112,415,513,"V","Portland",28,26,27,22,22,207.5,210,125,104.5,"0415",25
201112,415,514,"H","Sacramento",22,24,33,25,25,2.5,3,-145,3.5,"0415",26
201112,415,515,"V","Memphis",16,21,19,19,19,4,5,-200,1.5,"0415",15
201112,415,516,"H","NewOrleans",15,18,29,26,26,182,182,170,90,"0415",19
201112,415,517,"V","Houston",27,22,19,18,18,207.5,208.5,135,103.5,"0415",11
201112,415,518,"H","Denver",22,21,37,21,21,4.5,3.5,-155,3.5,"0415",8
201112,416,701,"V","NewOrleans",14,21,12,28,28,4.5,6.5,-270,6,"0416",19
201112,416,702,"H","Charlotte",15,24,8,20,20,185,185,230,90.5,"0416",4
201112,416,703,"V","Minnesota",13,17,33,25,25,198.5,199.5,550,1.5,"0416",18
201112,416,704,"H","Indiana",32,32,29,18,18,10,11,-750,96.5,"0416",12
201112,416,705,"V","Philadelphia",27,28,24,21,21,2.5,6.5,-270,5,"0416",23
201112,416,706,"H","Orlando",21,40,29,23,23,181,181.5,230,91,"0416",22
201112,416,707,"V","Atlanta",30,24,25,30,30,4.5,6,-240,3,"0416",1
201112,416,708,"H","Toronto",32,19,17,19,19,182.5,182,200,91.5,"0416",28
201112,416,709,"V","Miami",29,23,18,31,31,8.5,8.5,-500,7,"0416",16
201112,416,710,"H","NewJersey",34,21,24,19,19,192,192.5,400,95,"0416",18
201112,416,711,"V","Washington",19,24,14,30,30,189.5,187.5,675,92,"0416",30
201112,416,712,"H","Chicago",23,17,23,21,21,13.5,11.5,-950,9,"0416",5
201112,416,713,"V","Denver",21,23,31,30,30,208.5,207,160,101.5,"0416",8
201112,416,714,"H","Houston",32,19,23,28,28,4,4.5,-180,0.5,"0416",11
201112,416,715,"V","Portland",24,29,27,27,27,200,201,600,101,"0416",25
201112,416,716,"H","Phoenix",35,31,31,28,28,9,11,-800,2,"0416",24
201112,416,717,"V","Dallas",18,24,20,27,27,192.5,193.5,150,94,"0416",7
201112,416,718,"H","Utah",22,21,28,18,18,3.5,3.5,-170,2.5,"0416",29
201112,416,719,"V","SanAntonio",39,31,26,24,24,10.5,10,-600,103.5,"0416",27
201112,416,720,"H","GoldenState",24,25,23,27,27,209.5,208,450,1.5,"0416",10
201112,416,721,"V","OklahomaCity",27,25,14,11,11,2.5,3,-155,98,"0416",21
201112,416,722,"H","LAClippers",21,22,23,26,26,198,199,135,2,"0416",13
201112,417,501,"V","Indiana",23,24,23,32,32,184.5,184.5,135,92.5,"0417",12
201112,417,502,"H","Philadelphia",21,21,28,27,27,3.5,3.5,-155,3,"0417",23
201112,417,503,"V","Cleveland",16,22,12,27,27,189.5,192.5,260,2.5,"0417",6
201112,417,504,"H","Detroit",27,34,39,16,16,6.5,7,-320,95,"0417",9
201112,417,505,"V","Memphis",32,23,23,13,13,7,9.5,-490,7,"0417",15
201112,417,506,"H","Minnesota",22,34,13,15,15,194,192.5,390,95.5,"0417",18
201112,417,507,"V","Boston",26,27,31,26,26,182,183,135,4,"0417",2
201112,417,508,"H","NewYork",32,40,24,22,22,3,3.5,-155,92.5,"0417",20
201112,417,509,"V","SanAntonio",27,36,28,21,21,3,3,-145,98.5,"0417",27
201112,417,510,"H","LALakers",28,19,23,21,21,200,198,125,3.5,"0417",14
201112,418,701,"V","Chicago",34,18,25,23,23,12,13,-450,3,"0418",5
201112,418,702,"H","Charlotte",20,17,22,9,9,180,179,385,88.5,"0418",4
201112,418,703,"V","Milwaukee",31,31,19,31,31,8.5,8,-420,4.5,"0418",17
201112,418,704,"H","Washington",28,32,28,33,33,204.5,205,330,103.5,"0418",30
201112,418,705,"V","Philadelphia",28,25,31,19,19,7.5,9,-480,4.5,"0418",23
201112,418,706,"H","Cleveland",22,27,17,21,21,184.5,185,380,92,"0418",6
201112,418,707,"V","Detroit",20,22,19,23,23,189,190.5,410,3.5,"0418",9
201112,418,708,"H","Atlanta",39,33,22,22,22,10,9.5,-520,94,"0418",1
201112,418,709,"V","NewYork",38,26,14,26,26,7.5,8,-400,,"0418",20
201112,418,710,"H","NewJersey",22,25,24,24,24,192,193,320,96,"0418",18
201112,418,711,"V","Toronto",24,25,11,12,12,188.5,187,450,92.5,"0418",28
201112,418,712,"H","Miami",25,26,23,22,22,11.5,9.5,-600,5.5,"0418",16
201112,418,713,"V","NewOrleans",21,27,12,31,31,181,180,425,89,"0418",19
201112,418,714,"H","Memphis",23,24,37,19,19,8.5,9.5,-550,7,"0418",15
201112,418,715,"V","Orlando",22,29,19,28,28,179,178,170,89.5,"0418",22
201112,418,716,"H","Boston",33,22,24,23,23,4.5,4.5,-200,1.5,"0418",2
201112,418,717,"V","Houston",27,28,29,26,26,192,191.5,170,95,"0418",11
201112,418,718,"H","Dallas",27,28,23,39,39,5,4.5,-200,3,"0418",7
201112,418,719,"V","LAClippers",22,25,29,28,28,202,201.5,135,0.5,"0418",13
201112,418,720,"H","Denver",34,19,23,22,22,2.5,3,-155,100,"0418",8
201112,418,721,"V","OklahomaCity",29,23,30,27,27,3.5,4,-175,0.5,"0418",21
201112,418,722,"H","Phoenix",25,20,32,20,20,207,208.5,155,103.5,"0418",24
201112,418,723,"V","SanAntonio",29,29,39,30,30,3,5,-210,3,"0418",27
201112,418,724,"H","Sacramento",28,29,29,16,16,213,215.5,175,107.5,"0418",26
201112,418,725,"V","Utah",26,31,24,31,31,3.5,5,-210,100,"0418",29
201112,418,726,"H","Portland",23,16,21,31,31,198,198.5,175,2,"0418",25
201112,418,727,"V","LALakers",32,24,28,15,15,6.5,7,-310,1.5,"0418",14
201112,418,728,"H","GoldenState",26,22,19,20,20,205,203.5,255,101,"0418",10
201112,419,501,"V","Milwaukee",29,21,28,31,31,205,207,200,103,"0419",17
201112,419,502,"H","Indiana",34,22,33,29,29,5,6,-240,1.5,"0419",12
201112,419,503,"V","Minnesota",24,25,19,23,23,196,197.5,175,97,"0419",18
201112,419,504,"H","Detroit",16,15,17,32,32,5.5,5,-210,7,"0419",9
201112,419,505,"V","Houston",29,22,13,23,23,3,5.5,-250,0.5,"0419",11
201112,419,506,"H","NewOrleans",22,21,26,18,18,198.5,187.5,210,93,"0419",19
201112,419,507,"V","Chicago",23,17,21,11,11,183,183.5,240,90.5,"0419",5
201112,419,508,"H","Miami",27,15,24,17,17,5,6.5,-280,4,"0419",16
201112,419,509,"V","LAClippers",29,16,26,19,19,198.5,197,110,97,"0419",13
201112,419,510,"H","Phoenix",27,19,23,24,24,2,2,-130,1.5,"0419",24
201112,420,701,"V","Memphis",17,20,20,28,28,12,14,-2200,9.5,"0420",15
201112,420,702,"H","Charlotte",21,18,26,15,15,182,182.5,1300,90,"0420",4
201112,420,703,"V","Boston",27,22,22,21,21,180,180,475,90.5,"0420",2
201112,420,704,"H","Atlanta",34,24,16,23,23,6.5,10.5,-650,3.5,"0420",1
201112,420,705,"V","NewYork",20,14,22,34,34,8.5,10,-650,9,"0420",20
201112,420,706,"H","Cleveland",25,20,27,26,26,195,195,475,95.5,"0420",6
201112,420,707,"V","GoldenState",22,27,21,24,24,200.5,201,685,99,"0420",10
201112,420,708,"H","Dallas",27,23,26,28,28,12,13,-975,8.5,"0420",7
201112,420,709,"V","LALakers",25,27,21,24,24,202.5,203.5,220,101,"0420",14
201112,420,710,"H","SanAntonio",32,24,35,30,30,6,6.5,-260,2.5,"0420",27
201112,420,711,"V","OklahomaCity",32,25,24,22,22,9.5,10,-620,3.5,"0420",21
201112,420,712,"H","Sacramento",25,24,21,22,22,213,213.5,460,105,"0420",26
201112,421,501,"V","Denver",30,30,33,25,25,210.5,210.5,160,105.5,"0421",8
201112,421,502,"H","Phoenix",34,24,22,27,27,4.5,4,-180,4,"0421",24
201112,421,503,"V","Philadelphia",34,19,28,17,17,188,189.5,165,94,"0421",23
201112,421,504,"H","Indiana",23,31,20,24,24,5,4.5,-190,3,"0421",12
201112,421,505,"V","Washington",23,22,18,23,23,160,193,450,90,"0421",30
201112,421,506,"H","Miami",15,22,25,22,22,5,10,-600,7.5,"0421",16
201112,421,507,"V","Dallas",8,30,18,27,27,160,182.5,310,90.5,"0421",7
201112,421,508,"H","Chicago",21,23,22,27,27,5,8,-380,3,"0421",5
201112,421,509,"V","Portland",27,18,22,22,22,160,191.5,816,95,"0421",25
201112,421,510,"H","Memphis",24,30,25,14,14,5,12,-1100,4,"0421",15
201112,421,511,"V","GoldenState",21,34,16,25,25,203.5,204,1750,101,"0421",10
201112,421,512,"H","Houston",31,27,19,22,22,12.5,13,-3400,7,"0421",11
201112,421,513,"V","NewJersey",23,19,27,26,26,160,209,425,102.5,"0421",18
201112,421,514,"H","Milwaukee",24,29,20,33,33,5,9.5,-550,2,"0421",17
201112,421,515,"V","Orlando",36,19,28,18,18,191.5,194.5,400,97.5,"0421",22
201112,421,516,"H","Utah",23,32,26,20,20,9,9,-500,6.5,"0421",29
201112,422,701,"V","NewYork",31,29,34,19,19,191,191,125,0.5,"0422",20
201112,422,702,"H","Atlanta",31,34,28,19,19,3.5,2.5,-145,97.5,"0422",1
201112,422,703,"V","OklahomaCity",26,26,25,14,14,1,1,-115,98,"0422",21
201112,422,704,"H","LALakers",20,27,14,30,30,200,198.5,-105,1,"0422",14
201112,422,705,"V","Sacramento",31,28,28,27,27,5,4.5,-180,97,"0422",26
201112,422,706,"H","Charlotte",19,25,23,21,21,197,196.5,160,2,"0422",4
201112,422,707,"V","Toronto",15,19,16,23,23,186,187,165,91.5,"0422",28
201112,422,708,"H","Detroit",14,15,24,23,23,5,4,-190,4,"0422",9
201112,422,709,"V","Houston",27,17,25,19,19,191,191,175,93,"0422",11
201112,422,710,"H","Miami",22,23,21,31,31,6.5,5,-215,3,"0422",16
201112,422,711,"V","Cleveland",22,22,26,28,28,203.5,205.5,1520,102.5,"0422",6
201112,422,712,"H","SanAntonio",29,23,29,33,33,14.5,15.5,-3320,7,"0422",27
201112,422,713,"V","GoldenState",17,22,30,24,24,205.5,205,375,99.5,"0422",10
201112,422,714,"H","Minnesota",32,23,20,13,13,,9,-475,0.5,"0422",18
201112,422,715,"V","Orlando",19,25,18,12,12,202.5,205,505,101.5,"0422",22
201112,422,716,"H","Denver",24,20,29,28,28,9,11,-730,7,"0422",8
201112,422,717,"V","NewOrleans",27,25,32,14,14,183.5,182.5,480,90.5,"0422",19
201112,422,718,"H","LAClippers",32,25,17,33,33,10,10.5,-680,5,"0422",13
201112,423,501,"V","Detroit",26,26,23,22,22,190,190.5,260,95.5,"0423",9
201112,423,502,"H","Indiana",26,28,22,27,27,7,7.5,-320,3.5,"0423",12
201112,423,503,"V","Charlotte",22,17,23,11,11,190.5,190,475,1,"0423",4
201112,423,504,"H","Washington",31,32,20,18,18,9,10.5,-650,94.5,"0423",30
201112,423,505,"V","Philadelphia",31,22,23,29,29,9,9.5,-500,2.5,"0423",23
201112,423,506,"H","NewJersey",18,25,25,19,19,187.5,186.5,400,93,"0423",18
201112,423,507,"V","Cleveland",32,20,26,23,23,191,190.5,933,94,"0423",6
201112,423,508,"H","Memphis",26,29,22,32,32,13,12.5,-1308,7,"0423",15
201112,423,509,"V","Toronto",25,23,19,19,19,200,200,425,97,"0423",28
201112,423,510,"H","Milwaukee",17,26,19,30,30,10,9.5,-550,8.5,"0423",17
201112,423,511,"V","Portland",18,23,24,24,24,208,207.5,1800,101,"0423",25
201112,423,512,"H","SanAntonio",31,32,28,33,33,13.5,15,-2700,3,"0423",27
201112,424,701,"V","LAClippers",28,22,22,30,30,192.5,1,110,0.5,"0424",13
201112,424,702,"H","Atlanta",23,29,33,24,24,1,193.5,-130,95.5,"0424",1
201112,424,703,"V","Sacramento",40,19,27,24,24,210,211,475,104.5,"0424",26
201112,424,704,"H","OklahomaCity",35,22,25,36,36,8.5,10.5,-650,8,"0424",21
201112,424,705,"V","Miami",17,17,16,16,16,182,181.5,245,86.5,"0424",16
201112,424,706,"H","Boston",10,18,22,28,28,6,7,-290,4.5,"0424",2
201112,424,707,"V","Phoenix",19,23,26,20,20,160,204.5,175,99.5,"0424",24
201112,424,708,"H","Utah",25,24,24,27,27,5,4.5,-210,0.5,"0424",29
201112,424,709,"V","NewOrleans",21,22,18,22,22,1.5,2.5,-140,1.5,"0424",19
201112,424,710,"H","GoldenState",22,21,21,17,17,192,193,120,94.5,"0424",10
201112,425,501,"V","Chicago",32,17,18,25,25,2.5,3,-145,91,"0425",5
201112,425,502,"H","Indiana",24,12,23,28,28,189,187.5,125,2.5,"0425",12
201112,425,503,"V","Washington",21,28,28,19,19,196,2.5,-145,0.5,"0425",30
201112,425,504,"H","Cleveland",27,18,18,22,22,2,195,125,97,"0425",6
201112,425,505,"V","Charlotte",24,23,26,22,22,186,185.5,1200,91,"0425",4
201112,425,506,"H","Orlando",37,20,26,19,19,13.5,14.5,-2000,5,"0425",22
201112,425,507,"V","Denver",36,28,16,26,26,212,2,-130,104.5,"0425",8
201112,425,508,"H","OklahomaCity",30,28,24,19,19,2.5,210.5,110,1,"0425",21
201112,425,509,"V","LAClippers",19,20,27,27,27,193,190.5,180,93,"0425",13
201112,425,510,"H","NewYork",24,24,26,25,25,2.5,5,-220,,"0425",20
201112,425,511,"V","Philadelphia",24,21,26,19,19,197,194.5,300,94.5,"0425",23
201112,425,512,"H","Milwaukee",29,21,13,22,22,6.5,7.5,-360,3,"0425",17
201112,425,513,"V","SanAntonio",26,32,24,28,28,203,207,130,103.5,"0425",27
201112,425,514,"H","Phoenix",29,24,29,24,24,4,3,-150,3,"0425",24
201112,426,701,"V","Dallas",21,23,28,17,17,194.5,194,190,1.5,"0426",7
201112,426,702,"H","Atlanta",38,22,26,20,20,4.5,5,-230,95.5,"0426",1
201112,426,703,"V","Cleveland",25,20,17,13,13,186.5,183,1750,89.5,"0426",6
201112,426,704,"H","Chicago",26,32,22,27,27,12.5,14,-3700,3,"0426",5
201112,426,705,"V","NewOrleans",20,22,29,6,6,186.5,189,190,90.5,"0426",19
201112,426,706,"H","Houston",12,21,30,21,21,6,5.5,-230,5,"0426",11
201112,426,707,"V","Philadelphia",15,28,23,20,20,183.5,181.5,350,1.5,"0426",23
201112,426,708,"H","Detroit",26,39,21,22,22,7.5,8,-450,88.5,"0426",9
201112,426,709,"V","Orlando",9,21,24,22,22,186,186,1900,90,"0426",22
201112,426,710,"H","Memphis",27,27,13,21,21,14,15.5,-4000,2.5,"0426",15
201112,426,711,"V","NewYork",23,23,30,28,28,4,5.5,-220,2.5,"0426",20
201112,426,712,"H","Charlotte",20,24,19,21,21,189,191.5,180,93,"0426",4
201112,426,713,"V","Miami",18,14,18,20,20,186,182.5,260,2,"0426",16
201112,426,714,"H","Washington",28,29,23,24,24,5.5,7.5,-320,87.5,"0426",30
201112,426,715,"V","Milwaukee",18,24,19,13,13,192,189.5,400,93.5,"0426",17
201112,426,716,"H","Boston",21,39,18,9,9,9,9.5,-500,0.5,"0426",2
201112,426,717,"V","NewJersey",15,12,16,24,24,185,183,260,3,"0426",18
201112,426,718,"H","Toronto",26,28,19,25,25,6,7,-320,89.5,"0426",28
201112,426,719,"V","Denver",29,32,32,38,38,6.5,8,-360,,"0426",8
201112,426,720,"H","Minnesota",25,17,27,33,33,209,208,300,100.5,"0426",18
201112,426,721,"V","Portland",16,24,35,19,19,197,198,270,96.5,"0426",25
201112,426,722,"H","Utah",23,24,31,18,18,6,7.5,-330,2,"0426",29
201112,426,723,"V","LALakers",24,19,31,22,22,203,204.5,245,98.5,"0426",14
201112,426,724,"H","Sacramento",35,21,34,23,23,3.5,7,-290,1,"0426",26
201112,426,725,"V","SanAntonio",27,26,31,23,23,5,6,-250,5,"0426",27
201112,426,726,"H","GoldenState",29,25,28,19,19,207,207.5,210,102.5,"0426",10
201112,428,501,"V","Philadelphia",24,18,24,25,25,175.5,175.5,450,87,"0428",23
201112,428,502,"H","Chicago",28,25,26,24,24,9.5,8.5,-600,2,"0428",5
201112,428,503,"V","NewYork",18,13,16,20,20,187,188,450,1.5,"0428",20
201112,428,504,"H","Miami",24,30,27,19,19,8,9,-600,92.5,"0428",16
201112,428,505,"V","Orlando",21,30,13,17,17,191,193,475,97,"0428",22
201112,428,506,"H","Indiana",22,22,19,14,14,8,9.5,-650,9,"0428",12
201112,428,507,"V","Dallas",26,25,22,25,25,194,192.5,335,95.5,"0428",7
201112,428,508,"H","OklahomaCity",22,26,21,30,30,7.5,8,-430,6.5,"0428",21
201112,429,509,"V","Utah",22,25,23,21,21,207,205.5,675,104,"0429",29
201112,429,510,"H","SanAntonio",28,26,31,21,21,9,11.5,-950,4.5,"0429",27
201112,429,511,"V","Denver",14,26,24,24,24,202.5,203.5,180,1,"0429",8
201112,429,512,"H","LALakers",27,23,27,26,26,8,5,-220,100.5,"0429",14
201112,429,513,"V","Boston",18,17,18,21,21,180,179.5,100,4,"0429",2
201112,429,514,"H","Atlanta",31,18,16,18,18,1,1,-110,88.5,"0429",1
201112,429,515,"V","LAClippers",16,23,25,35,35,185,184,170,3.5,"0429",13
201112,429,516,"H","Memphis",34,24,27,13,13,4,4.5,-200,92.5,"0429",15
201112,430,517,"V","NewYork",24,23,22,25,25,185,186,500,92.5,"0430",20
201112,430,518,"H","Miami",27,26,25,26,26,9.5,10,-700,4,"0430",16
201112,430,519,"V","Orlando",21,23,13,21,21,187.5,187.5,450,92,"0430",22
201112,430,520,"H","Indiana",24,18,30,21,21,8.5,9.5,-600,7,"0430",12
201112,430,521,"V","Dallas",24,26,27,22,22,196,193,240,96,"0430",7
201112,430,522,"H","OklahomaCity",32,25,22,23,23,6.5,6.5,-280,2,"0430",21
201112,501,523,"V","Boston",24,17,20,26,26,174,173,175,85,"0501",2
201112,501,524,"H","Atlanta",24,20,22,14,14,3.5,4.5,-210,2,"0501",1
201112,501,525,"V","Philadelphia",25,22,36,26,26,176,176,245,88.5,"0501",23
201112,501,526,"H","Chicago",28,27,14,23,23,5.5,6.5,-290,1,"0501",5
201112,501,527,"V","Denver",25,23,26,26,26,199.5,203,230,102,"0501",8
201112,501,528,"H","LALakers",32,23,26,23,23,5,6,-270,1.5,"0501",14
201112,502,529,"V","Utah",17,11,25,30,30,204.5,203,770,1.5,"0502",29
201112,502,530,"H","SanAntonio",28,25,34,27,27,11,11,-1010,99,"0502",27
201112,502,531,"V","Indiana",23,21,32,21,21,3.5,3.5,-160,0.5,"0502",12
201112,502,532,"H","Orlando",14,24,17,19,19,183,184,140,91,"0502",22
201112,502,533,"V","LAClippers",26,21,22,29,29,186.5,185,250,92,"0502",13
201112,502,534,"H","Memphis",23,28,24,30,30,5,7,-300,3,"0502",15
201112,503,535,"V","Miami",19,17,22,29,29,5,5.5,-250,6.5,"0503",16
201112,503,536,"H","NewYork",19,21,16,14,14,186.5,186.5,210,92,"0503",20
201112,503,537,"V","OklahomaCity",32,18,25,20,20,196,193.5,140,96,"0503",21
201112,503,538,"H","Dallas",26,15,16,22,22,2,3,-160,4,"0503",7
201112,504,539,"V","Atlanta",19,19,20,22,22,174.5,174,350,86,"0504",1
201112,504,540,"H","Boston",17,23,20,20,20,7.5,8,-450,5,"0504",2
201112,504,541,"V","Chicago",20,19,21,14,14,178.5,1,105,,"0504",5
201112,504,542,"H","Philadelphia",19,21,11,28,28,1.5,177,-125,87.5,"0504",23
201112,504,543,"V","LALakers",14,25,26,19,19,204,205.5,145,3,"0504",14
201112,504,544,"H","Denver",30,25,17,27,27,4,3.5,-165,101.5,"0504",8
201112,505,545,"V","Indiana",22,24,27,16,16,4.5,5,-210,3,"0505",12
201112,505,546,"H","Orlando",19,25,17,28,28,181.5,180,175,90.5,"0505",22
201112,505,547,"V","Memphis",22,24,25,15,15,187,184.5,135,92,"0505",15
201112,505,548,"H","LAClippers",23,27,14,23,23,3,3,-155,0.5,"0505",13
201112,505,549,"V","OklahomaCity",26,21,21,35,35,192.5,2,-130,2,"0505",21
201112,505,550,"H","Dallas",24,23,34,16,16,1,194,110,95,"0505",7
201112,505,551,"V","SanAntonio",30,22,23,27,27,5.5,5.5,-250,3.5,"0505",27
201112,505,552,"H","Utah",28,22,18,22,22,202,200.5,210,101.5,"0505",29
201112,506,701,"V","Chicago",15,27,21,19,19,174,172,145,86,"0506",5
201112,506,702,"H","Philadelphia",24,20,20,25,25,2.5,3,-165,1.5,"0506",23
201112,506,703,"V","Miami",18,26,17,26,26,8,8,-380,3,"0506",16
201112,506,704,"H","NewYork",20,18,26,25,25,183,184,310,90,"0506",20
201112,506,705,"V","Atlanta",19,22,22,16,16,172,172,240,3,"0506",1
201112,506,706,"H","Boston",32,32,26,11,11,5,6,-280,87,"0506",2
201112,506,707,"V","LALakers",26,19,25,22,22,201,202,110,1.5,"0506",14
201112,506,708,"H","Denver",28,23,20,17,17,2,2,-130,101,"0506",8
201112,507,711,"V","SanAntonio",22,28,18,19,19,8,8,-370,2.5,"0507",27
